#{"t_start": 1776510103.5959845, "env_id": "None"}
r,l,t
-429.238293,11,110.413876
-3884.803318,9,110.417149
-5980.98048,12,110.421333
-727.335327,9,110.425205
-2318.418555,9,110.428683
-987.34791,9,110.431983
-1229.638166,9,110.435034
-961.715822,9,110.438263
-1101.569126,11,110.442731
-3511.423839,9,110.44594
-716.869859,9,110.449124
-1007.312746,9,110.45229
-947.310844,8,110.455192
-4897.529174,10,110.459153
-107.46729,8,110.462001
-288.596704,8,110.464811
-2529.027922,9,110.468
-2295.25963,9,110.471185
-134.924966,7,110.474288
-114.784517,7,110.476919
-673.713854,8,110.479795
-747.520337,9,110.482855
-4436.265624,10,110.486325
-1151.595974,9,110.489834
-246.877385,8,110.492747
-271.431829,8,110.495627
-5167.184745,10,110.498993
-932.257444,11,110.502767
-1323.256324,10,110.506761
-4323.020817,9,110.509893
-4613.190539,9,110.513221
-2153.868122,9,110.516317
-4337.348475,12,110.520575
-118.018655,8,110.523572
-2257.809714,9,110.526712
-1547.0538,10,110.5302
-2332.038436,9,110.533347
-783.784433,8,110.536246
-4935.81999,9,110.539321
-360.930116,12,110.543802
-2125.681808,9,110.547006
-1211.857642,9,110.550083
-138.279908,8,110.553057
-4639.655542,9,110.556698
-1025.10455,11,110.560792
-715.584784,9,110.563315
-1153.500709,9,110.565753
-303.2912,9,110.568418
-98.442885,8,110.570587
-11503.790894,10,110.575081
-4787.307392,10,110.577782
-303.744857,8,110.580056
-693.537659,10,110.582687
-115.330934,8,110.585054
-592.749759,9,110.587482
-164.280397,8,110.590421
-587.553541,10,110.595197
-4871.013165,11,110.598209
-159.098997,8,110.600559
-2315.898659,9,110.60338
-4503.019795,9,110.605846
-1100.068212,9,110.608555
-439.82878,8,110.610752
-633.498677,8,110.612965
-152.583093,8,110.615188
-2254.829235,9,110.617871
-1196.563831,9,110.620304
-14586.206893,10,110.623367
-326.392166,9,110.626735
-6060.884529,9,110.629938
-154.134996,8,110.635274
-765.720514,8,110.641335
-5351.541529,10,110.647396
-135.00199,8,110.650356
-1071.945095,9,110.653513
-99.910274,8,110.657048
-336.759806,8,110.662578
-7416.946308,10,110.669219
-1208.570969,9,110.673233
-85.710369,8,110.679217
-358.286151,8,110.68245
-137.056351,8,110.685266
-3890.235876,11,110.688993
-4557.185432,12,110.693259
-1930.941747,9,110.696599
-6956.519593,9,110.699772
-3342.876165,9,110.702785
-1502.718815,9,110.705878
-1181.762602,9,110.709052
-79.020549,7,110.711784
-2918.082714,9,110.714867
-4568.621296,9,110.717964
-7048.779608,10,110.721322
-2613.067002,9,110.724463
-3156.591925,9,110.727751
-1502.572698,9,110.730798
-5235.716942,9,110.733821
-297.008743,8,110.736606
-68.600683,8,110.739296
-125.901486,8,110.742102
-1123.300911,9,110.745571
-238.512446,8,110.748338
-529.193906,8,110.751118
-4144.461657,9,110.754132
-1081.348419,9,110.757298
-4697.958517,9,110.760633
-5018.944839,10,110.764132
-1106.78291,9,110.767252
-5027.405654,9,110.770242
-1723.279453,9,110.773443
-127.37647,7,110.776084
-10410.009873,10,110.779449
-1225.143149,9,110.782493
-3748.370532,9,110.785537
-1314.905096,12,110.791613
-1000.275291,9,110.796336
-1934.578127,9,110.798747
-4588.809407,9,110.801099
-6903.36247,10,110.80387
-4486.757004,10,110.808438
-1040.245885,9,110.811608
-5080.049653,9,110.814717
-1220.104603,9,110.817864
-70.93609,8,110.820728
-1652.910009,9,110.824475
-278.149952,8,110.826797
-5012.374195,9,110.829276
-411.629383,9,110.831786
-891.786925,9,110.834264
-149.634852,8,110.836916
-278.509517,9,110.840276
-2293.350062,9,110.843588
-113.694359,8,110.846401
-4206.349555,9,110.849479
-700.253378,11,110.85338
-4723.12687,10,110.856995
-105.89456,7,110.85957
-1024.630436,9,110.862847
-1536.632965,9,110.866024
-4652.917199,9,110.869376
-630.513368,9,110.872488
-4732.347665,10,110.876063
-143.443556,8,110.878915
-877.602892,9,110.881962
-237.919469,9,110.88571
-4613.442113,9,110.888763
-120.257649,9,110.891848
-6917.08784,10,110.894675
-1015.628593,8,110.90033
-5373.270893,9,110.907225
-3033.795999,9,110.910055
-4842.173317,10,110.91289
-2251.609665,9,110.916155
-5498.087878,9,110.919457
-320.820003,8,110.922309
-1535.493609,9,110.929033
-5815.711708,13,110.933613
-1029.136699,9,110.936961
-2144.113033,9,110.941697
-251.910265,8,110.944984
-2354.168609,11,110.94884
-549.114819,8,111.678385
-5030.999629,11,111.682413
-2261.614123,9,111.685627
-1692.615889,9,111.689086
-79.449089,8,111.692551
-10973.430075,10,111.696161
-3344.258754,9,111.699302
-77.141175,9,111.702482
-733.052886,9,111.707147
-995.767492,9,111.713759
-4449.472715,9,111.716302
-361.541026,8,111.718483
-112.612013,7,111.72066
-4836.321498,10,111.72443
-284.843967,8,111.727372
-1109.51662,9,111.730618
-103.687569,8,111.735819
-1293.793079,11,111.739913
-329.215146,9,111.742351
-1466.854115,9,111.744854
-448.984484,8,111.746932
-2196.42559,11,111.754078
-4848.312189,10,111.758631
-2972.394689,10,111.761703
-2298.792452,9,111.764288
-288.361084,8,111.766402
-269.11813,8,111.769201
-612.367611,9,111.772608
-917.506961,9,111.775134
-2245.817278,10,111.777787
-787.738193,10,111.780439
-550.288781,9,111.782814
-636.063205,9,111.78589
-4224.780934,9,111.789489
-7299.979152,10,111.795816
-150.196945,8,111.798
-924.311578,8,111.800879
-2523.098262,9,111.804154
-239.850689,14,111.811127
-4641.135094,10,111.813763
-110.823448,7,111.815695
-355.837145,9,111.81883
-599.846345,8,111.821063
-2448.759811,9,111.826361
-1119.213115,9,111.828878
-2396.329815,10,111.831584
-1041.163185,9,111.835872
-4436.039015,9,111.838351
-4275.958005,11,111.841651
-119.86578,10,111.844407
-4464.523985,12,111.847867
-765.198308,8,111.850821
-5003.935995,10,111.854268
-513.720155,8,111.857014
-4353.045412,11,111.86001
-1021.806471,9,111.8625
-5552.836653,10,111.865823
-565.438082,9,111.868948
-2357.012405,10,111.872509
-745.394153,10,111.876098
-275.494834,9,111.879294
-6689.794951,11,111.883244
-103.574571,8,111.886054
-2129.423128,9,111.889168
-651.567925,9,111.892431
-399.893475,8,111.895787
-911.344839,9,111.899016
-5468.109318,10,111.902552
-1021.81113,10,111.906354
-749.613581,9,111.909599
-4556.029398,10,111.913769
-1106.871571,9,111.917065
-656.60869,9,111.92018
-378.755947,8,111.922986
-4069.342974,9,111.925412
-2318.997013,9,111.928794
-81.012801,8,111.931671
-2170.643677,10,111.935177
-110.003484,7,111.937695
-1281.168944,10,111.941355
-895.541724,9,111.945017
-4346.830624,10,111.948461
-647.125723,10,111.951965
-2071.838491,9,111.955264
-2993.874642,9,111.958748
-105.952568,7,111.960843
-2413.973451,10,111.963539
-5378.518232,10,111.96613
-122.326903,8,111.96831
-1224.381421,9,111.970611
-11799.489889,10,111.974923
-4323.014921,10,111.978614
-559.010855,8,111.981514
-141.536609,7,111.98399
-365.943693,8,111.986747
-3955.435673,10,111.990528
-6250.004833,9,111.993821
-583.670072,9,111.997081
-3576.69012,10,112.000537
-2614.412846,10,112.004038
-119.262381,7,112.008811
-98.383315,7,112.010885
-256.882225,8,112.013171
-5675.047931,11,112.016091
-777.926908,10,112.018832
-10468.824064,10,112.022418
-1531.540672,9,112.025729
-1610.69873,13,112.030321
-68.434144,9,112.033607
-1000.316342,9,112.039826
-3858.765994,9,112.043568
-305.25669,8,112.046425
-31570.384585,11,112.050256
-323.276044,8,112.053313
-1745.440081,9,112.056644
-5194.142968,11,112.060515
-124.068656,7,112.063082
-996.865779,9,112.06618
-258.507482,8,112.069477
-1009.872291,10,112.072234
-112.474633,8,112.074581
-1223.035946,10,112.077264
-744.608291,9,112.079629
-5523.421509,9,112.081979
-7778.431857,10,112.085369
-1042.026592,9,112.088681
-108.168251,8,112.09112
-588.251798,10,112.09392
-4387.851097,11,112.09673
-369.509506,8,112.098996
-274.050578,8,112.103672
-3998.848235,10,112.108202
-790.518013,9,112.11073
-771.476638,9,112.113267
-95.388521,8,112.115456
-300.991191,8,112.117872
-1672.909476,10,112.120679
-90.254811,8,112.123225
-7437.858026,10,112.126116
-1223.628414,9,112.128547
-2165.119902,10,112.131323
-1029.032747,11,112.136473
-3532.350186,10,112.142556
-6720.827186,10,112.145489
-1917.107674,9,112.148355
-264.085121,8,112.151253
-261.168955,8,112.154212
-5113.837472,10,112.160084
-4370.373734,9,112.162549
-757.656298,9,112.165967
-1085.118787,9,112.169259
-2260.440826,9,112.172467
-1047.969369,9,112.178066
-2052.686121,9,112.186619
-140.803509,8,112.194478
-1947.721795,9,112.198138
-532.177015,8,112.201084
-262.665174,8,112.203857
-620.618486,10,112.210102
-1536.627167,9,112.213916
-139.188903,8,112.216858
-261.255433,10,112.220305
-2951.135066,10,112.226214
-99.054112,8,112.229305
-142.736047,8,112.232175
-1092.378641,9,112.235313
-4546.456319,9,112.238296
-160.242843,8,112.241546
-951.950501,9,112.244886
-151.058211,8,112.247654
-7177.459041,10,112.251073
-722.686946,8,112.253745
-272.282671,11,112.257875
-6103.551054,10,112.261468
-4616.096669,10,112.264882
-2273.00959,10,112.268548
-92.256111,8,112.271464
-2325.86426,10,112.275923
-256.028935,8,112.2788
-92.252569,8,112.281574
-1541.090381,9,112.284807
-104.52355,8,112.28756
-799.082394,9,112.291769
-3017.721409,9,112.294919
-110.694133,10,112.29841
-130.032739,8,112.301238
-103.794588,7,112.3037
-1710.39608,9,112.307507
-2213.447968,10,112.311776
-153.429825,8,112.313948
-5290.668134,9,112.316465
-89.551822,9,112.318814
-273.069618,8,112.321897
-2309.636511,9,112.325794
-4440.941067,10,112.328551
-2300.965863,9,112.331001
-7499.193493,9,112.333397
-5692.000644,10,112.338993
-1033.819727,9,112.345511
-296.295259,8,112.347812
-5213.605531,10,112.35041
-1581.216224,9,112.353887
-548.914248,9,112.357563
-895.934336,8,112.360431
-679.55005,9,112.363458
-2243.975888,11,112.36714
-578.096911,10,112.370615
-3248.153502,9,112.373742
-3578.798759,9,112.376807
-1626.516238,9,112.379844
-364.579638,8,112.382434
-642.862058,9,112.385882
-1102.045775,10,112.38944
-2207.719586,9,112.392623
-246.94129,10,112.395892
-442.085499,9,112.398897
-84.968775,8,112.402071
-5272.150511,9,112.405111
-730.000245,9,112.409943
-1939.517152,9,112.417163
-120.465723,8,112.419983
-602.430324,9,112.422474
-2300.410711,10,112.42511
-891.271631,8,112.427167
-2379.817313,10,112.429756
-6080.034194,10,113.118464
-36202.351892,11,113.122313
-118.167951,8,113.124958
-84531.820277,11,113.129016
-248.283192,8,113.132028
-1298.143798,10,113.135389
-708.727521,9,113.138405
-1100.101143,9,113.145971
-1136.30179,9,113.152546
-119.78285,7,113.154511
-4244.295271,9,113.15772
-586.297865,8,113.160042
-5470.265317,10,113.162783
-423.286621,8,113.164921
-2127.636897,9,113.167252
-730.915348,9,113.169612
-113.186036,8,113.171796
-1055.647638,9,113.175482
-115.392209,8,113.178279
-2172.201771,9,113.181392
-1601.288784,9,113.184531
-2228.621724,9,113.187551
-8019.302129,10,113.191491
-2360.753485,10,113.195047
-721.836729,9,113.198297
-1479.265131,9,113.201649
-594.446979,9,113.205983
-3020.89316,9,113.209966
-1631.271094,9,113.213535
-3955.717938,9,113.216985
-5247.445137,9,113.220773
-697.352745,9,113.224907
-3049.408479,9,113.228446
-548.025854,9,113.231904
-1179.467938,9,113.235404
-2100.839572,9,113.238919
-1557.08906,9,113.241644
-604.643917,9,113.244378
-4568.947926,9,113.246902
-77.23558,8,113.249271
-4414.467846,9,113.253604
-322.477235,8,113.257386
-2034.402849,9,113.260331
-266.848384,8,113.262709
-4260.802268,9,113.271494
-2127.475378,10,113.276513
-10831.201845,10,113.279358
-8509.361001,10,113.28212
-5331.128769,10,113.28547
-5236.754756,9,113.288885
-4549.049119,10,113.292632
-976.707741,9,113.295936
-794.625707,9,113.299109
-1445.269307,9,113.302455
-9173.744257,10,113.306092
-6377.077903,10,113.309726
-5299.064692,9,113.312845
-1213.444888,10,113.31696
-1736.406042,10,113.322517
-1089.93635,9,113.330008
-317.072334,8,113.336414
-33200.087999,10,113.340173
-761.23017,8,113.343278
-695.160136,9,113.34654
-3982.738177,9,113.349788
-708.737882,11,113.353695
-2098.603061,9,113.357062
-146.052049,8,113.359954
-286.17809,8,113.362904
-6796.09572,10,113.366937
-284.59925,10,113.369633
-1521.050387,9,113.372368
-333.234258,8,113.374684
-108.72404,8,113.377004
-144.588006,8,113.379216
-3115.011339,11,113.382541
-275.060587,8,113.384832
-1113.583737,9,113.387217
-1145.958661,9,113.390111
-168.415526,8,113.392363
-147.816613,8,113.394579
-2256.253444,9,113.397815
-2293.679062,9,113.401219
-372.062042,9,113.404357
-360.070804,8,113.407256
-5486.515279,9,113.410372
-1427.045545,9,113.41399
-113.311502,8,113.416826
-531.391904,9,113.419977
-4257.976423,11,113.423839
-2580.203452,13,113.428664
-3159.108354,9,113.431891
-98.213362,7,113.434294
-531.112827,10,113.437738
-6182.627346,9,113.443992
-113.731729,8,113.446989
-5732.425484,9,113.450083
-4396.754765,9,113.453339
-308.5085,8,113.456331
-157.790261,8,113.459614
-926.515538,8,113.462497
-1519.144928,9,113.465646
-674.984943,10,113.470159
-14128.819049,10,113.478583
-6181.416756,10,113.485902
-1045.708872,9,113.493526
-503.100017,8,113.499398
-406.007819,8,113.505368
-7793.775753,10,113.509668
-1989.471815,9,113.512726
-306.999144,9,113.515915
-939.812834,11,113.519549
-121.588496,7,113.522245
-358.90699,9,113.528721
-398.201001,9,113.532305
-233.568757,8,113.5344
-2286.690845,10,113.537364
-3353.28896,9,113.540521
-2314.086362,12,113.543698
-1060.723024,9,113.546106
-5125.024043,10,113.548728
-351.602752,8,113.550824
-47.397138,14,113.55476
-997.600434,9,113.5574
-700.966602,9,113.559863
-309.919367,9,113.562192
-14140.474927,10,113.565037
-1552.779408,9,113.567492
-1304.536539,9,113.569986
-2336.372253,9,113.572986
-4144.785078,9,113.575485
-1028.851254,9,113.577754
-591.099327,8,113.581261
-112.147963,7,113.583173
-1397.61062,9,113.586499
-345.219603,8,113.5892
-1569.311014,13,113.592815
-385.02835,8,113.594972
-1898.265523,11,113.59781
-777.002163,8,113.600423
-4599.035428,9,113.602802
-184.766911,12,113.606282
-1753.312599,10,113.609046
-254.722493,8,113.611196
-310.350014,8,113.613301
-4712.650053,10,113.616402
-308.682214,8,113.619278
-935.340353,9,113.622608
-1774.312907,9,113.625154
-2250.712669,9,113.627621
-4205.14758,12,113.6308
-1008.986346,11,113.633911
-672.15912,9,113.636329
-1173.749645,9,113.640114
-639.991793,10,113.64279
-4670.379164,9,113.645292
-664.295196,9,113.648021
-247.713685,8,113.650263
-4269.093182,9,113.652815
-5529.115161,14,113.65775
-791.366284,9,113.660442
-736.730379,8,113.663394
-105.701356,8,113.666194
-1739.171669,9,113.669364
-431.421437,8,113.673609
-5365.179866,9,113.679353
-109.801675,8,113.682273
-1182.479927,9,113.68539
-997.288394,10,113.689092
-170.023271,8,113.69201
-5345.300542,10,113.695614
-809.058597,8,113.698485
-2246.463646,10,113.701969
-721.494361,10,113.705489
-684.176838,8,113.707814
-4857.178687,10,113.712358
-32918.766194,11,113.71618
-36862.418489,10,113.719702
-4698.482563,9,113.72425
-913.159199,8,113.730464
-1448.38052,9,113.736929
-4329.196107,9,113.74438
-1058.014728,11,113.752506
-1427.226812,9,113.760437
-631.59309,8,113.766387
-319.58215,8,113.773381
-3073.298327,9,113.779227
-144.722292,8,113.781345
-109.466795,7,113.783263
-3253.227838,10,113.785748
-110.45832,8,113.788375
-751.340798,9,113.791935
-1016.346568,10,113.79538
-153.18673,8,113.798129
-2407.823497,9,113.801154
-1653.458697,9,113.804433
-1140.040754,10,113.812131
-126.463065,9,113.815299
-11617.54254,10,113.817945
-346.584376,8,113.820361
-3512.128261,9,113.826434
-149.283657,8,113.829461
-3588.171135,12,113.832634
-607.405023,9,113.834928
-4583.337486,10,113.838522
-120.766038,7,113.841159
-1115.796919,9,113.844228
-1264.257759,9,113.84728
-2181.03747,9,113.850284
-986.064992,9,113.853477
-1956.25638,9,113.859183
-545.806924,11,113.86585
-343.246833,9,113.869234
-1100.501192,9,113.87238
-1259.17468,12,113.88201
-243.151505,9,113.886327
-1212.310083,9,113.889821
-4038.417984,9,113.893094
-2272.827863,9,113.896238
-4027.226387,9,113.899354
-4440.823662,9,113.902557
-2394.866827,9,113.905795
-1895.651881,9,113.908274
-1434.314787,9,113.910624
-7061.306504,10,114.638781
-4058.739998,10,114.642119
-10906.145126,10,114.644815
-2045.551805,9,114.647204
-1067.296892,9,114.64955
-351.319836,8,114.651677
-1134.885036,9,114.654537
-313.046001,8,114.65959
-4865.444833,10,114.665649
-4693.191155,9,114.668038
-367.630062,8,114.670734
-84.531749,8,114.673916
-147.377539,8,114.67671
-4356.099059,10,114.680218
-3339.087462,9,114.683196
-2304.691079,10,114.686775
-319.366954,8,114.689657
-2382.665114,10,114.693127
-5230.95566,10,114.696536
-361.849643,8,114.702272
-2254.124403,9,114.709188
-94.564152,8,114.712323
-4104.63482,9,114.714635
-107.605373,8,114.718315
-353.98504,10,114.723526
-148.210995,8,114.728032
-1498.450113,9,114.730498
-640.957489,9,114.733127
-410.321414,9,114.735556
-710.203436,8,114.737659
-5220.975047,12,114.742285
-2274.091912,9,114.74471
-154.19072,8,114.7467
-6299.428557,10,114.749379
-458.693996,9,114.751764
-6776.237782,13,114.755457
-4297.743916,9,114.757932
-594.456123,9,114.760389
-129.057458,8,114.762801
-530.945934,8,114.765824
-1551.054575,9,114.768988
-1008.861166,9,114.772313
-2178.649651,10,114.775845
-159.073071,8,114.778517
-407.582157,10,114.782073
-122.637274,7,114.784534
-718.740843,8,114.78722
-2313.449636,9,114.79038
-740.671691,9,114.793861
-2719.596566,9,114.79695
-1303.621078,9,114.80024
-2279.211531,9,114.803492
-617.925245,9,114.807266
